connection_initiator,connection,date_conection,messages_exchanged
479,522,2019-10-02,27759
584,218,2020-05-30,85812
110,223,2021-01-02,47000
835,453,2020-03-08,98702
323,424,2019-11-05,57822
991,274,2020-02-22,84735
179,183,2019-06-23,59490
264,535,2020-04-16,15194
490,367,2020-09-25,20320
812,54,2020-02-17,70642
673,54,2020-07-23,4004
600,180,2021-02-13,5203
374,897,2019-05-14,20982
595,850,2019-08-31,58391
285,759,2021-01-15,18392
571,628,2020-06-09,30021
734,452,2020-04-06,24711
465,201,2020-09-16,51569
465,616,2021-02-12,14144
974,720,2020-07-24,74202
710,204,2019-06-17,74644
689,296,2019-04-11,72952
209,710,2019-07-20,28616
1000,740,2019-12-04,40564
314,309,2019-04-24,21169
502,59,2019-11-17,84720
508,100,2019-05-16,48312
333,455,2020-02-20,96303
350,966,2020-08-20,23785
298,722,2021-01-11,82038
277,550,2020-05-03,12151
425,131,2020-06-23,27200
66,303,2020-01-11,39347
506,113,2019-09-19,53713
657,821,2019-10-22,5580
118,830,2019-08-27,87229
317,390,2020-07-13,32074
121,630,2019-06-01,69136
138,281,2020-12-29,92134
139,106,2020-11-26,98895
741,817,2019-06-14,63605
650,659,2020-07-19,11382
487,929,2019-03-18,44881
791,675,2019-07-03,2761
306,891,2019-05-27,84073
750,122,2020-08-01,78008
805,711,2019-12-13,19764
118,212,2019-08-24,34827
354,358,2020-09-24,10901
297,564,2019-11-22,90196
917,481,2020-07-16,3841
684,130,2020-03-21,49159
336,519,2019-06-20,31753
536,867,2019-11-30,7349
809,588,2020-05-22,20032
991,91,2020-01-29,57665
267,302,2020-10-30,23987
320,133,2020-09-05,9071
877,50,2020-06-20,62815
526,893,2020-12-26,48435
608,899,2020-03-15,20396
872,302,2019-04-03,99139
613,846,2020-02-04,4775
290,306,2019-06-09,86128
196,448,2020-08-01,45572
868,791,2020-12-15,42319
341,179,2019-11-15,57202
505,582,2019-08-25,24841
185,707,2020-10-03,47231
244,705,2020-02-25,56088
425,511,2019-03-07,23696
969,911,2019-12-16,89797
282,73,2020-05-12,51374
303,4,2020-11-01,57330
590,692,2019-04-28,79331
311,709,2019-07-14,99565
952,266,2020-09-17,24458
931,696,2019-09-21,4208
540,54,2020-03-30,87816
887,149,2019-12-09,66908
554,586,2020-09-22,58842
258,513,2020-06-01,57021
210,779,2020-06-29,64098
685,744,2021-01-08,65771
789,619,2020-05-23,50392
363,916,2019-02-20,54946
6,261,2021-01-15,64853
857,437,2020-01-23,75706
260,194,2019-09-02,1283
749,698,2019-08-08,57681
379,471,2019-03-16,95587
660,817,2020-11-12,56960
927,672,2020-09-03,65176
968,127,2019-05-27,59592
230,792,2021-01-11,56854
888,944,2020-09-04,55058
801,821,2020-08-15,81333
31,74,2019-09-04,32365
306,713,2020-04-23,38011
265,425,2019-05-09,77080
133,674,2019-07-02,95122
311,151,2020-10-28,43142
24,917,2020-03-30,40745
116,5,2020-11-27,79287
602,921,2019-04-27,40211
472,874,2020-03-21,71401
515,439,2019-05-17,86979
658,769,2021-01-05,87923
890,451,2020-02-28,41758
25,3,2020-05-29,64371
372,546,2020-05-07,31246
645,36,2019-02-21,38570
17,378,2020-06-05,87915
252,595,2020-05-20,21448
135,496,2019-08-10,32107
409,911,2020-06-16,61159
681,828,2019-03-30,20245
286,800,2020-12-15,58547
785,97,2020-01-30,23906
778,508,2019-08-28,16641
779,190,2020-09-02,81540
522,649,2020-07-31,29079
511,448,2019-05-10,43785
478,401,2019-04-18,55408
922,906,2019-12-21,13925
436,517,2019-09-22,30616
190,414,2020-09-15,8269
493,816,2019-03-11,11736
34,437,2019-02-23,35063
283,661,2020-12-26,37185
22,86,2019-07-18,59099
16,594,2019-09-10,7331
574,368,2019-06-09,90128
615,51,2020-01-12,13465
76,328,2020-11-01,18040
766,443,2019-06-07,1072
793,183,2020-08-21,36049
469,927,2019-08-20,59116
744,352,2019-07-28,39270
580,962,2019-03-20,65780
95,51,2019-07-19,93225
887,723,2019-03-23,5266
353,147,2020-01-06,49273
723,801,2020-07-23,80548
340,683,2019-12-28,90027
400,890,2019-12-18,46499
285,445,2019-04-19,22195
104,161,2019-04-26,842
218,532,2020-04-18,10342
538,807,2020-03-14,41937
217,551,2019-06-07,30928
519,515,2021-01-07,37413
413,231,2019-07-17,43615
355,763,2020-02-25,48708
543,1001,2019-12-09,96310
891,306,2019-12-25,57123
747,660,2019-12-25,86627
631,736,2019-08-10,38847
277,836,2020-07-13,38055
622,229,2020-04-05,68357
374,580,2019-12-12,20710
508,348,2019-09-23,88902
383,809,2019-11-25,38344
234,415,2020-07-04,49073
417,188,2020-05-20,25969
21,741,2020-06-16,10940
279,308,2020-01-15,7816
296,144,2019-03-07,21550
355,783,2019-08-08,60178
162,601,2020-02-23,70335
927,53,2020-02-13,2398
310,797,2020-02-16,73412
609,205,2020-04-08,67712
840,493,2020-06-28,10043
823,191,2020-12-19,24909
572,826,2019-09-09,53666
198,872,2020-12-23,80512
133,736,2019-11-15,37399
607,591,2020-05-22,23863
477,536,2019-04-13,31858
733,840,2020-03-15,90951
701,180,2019-02-21,32825
334,969,2020-03-10,60456
708,886,2019-05-17,34346
137,545,2020-04-25,79289
506,904,2021-02-17,32562
258,618,2020-05-05,25376
351,652,2020-03-03,47310
199,201,2021-01-09,69213
872,615,2019-03-24,2402
103,888,2020-04-02,28140
551,450,2019-03-09,17186
814,46,2021-02-06,8230
387,868,2020-10-02,33056
248,867,2019-07-24,98040
951,948,2019-05-26,90693
605,713,2020-01-04,96428
848,104,2019-06-09,47105
655,212,2019-11-17,60685
703,387,2020-07-28,97526
219,741,2020-03-22,53042
707,112,2019-08-22,45696
482,958,2020-05-29,65647
184,22,2019-02-21,24446
152,347,2020-05-02,96940
931,330,2019-02-25,18181
684,215,2020-02-17,70874
380,626,2019-08-14,38083
948,504,2020-01-20,99463
959,116,2019-05-03,62823
331,408,2020-04-26,86885
699,208,2020-04-09,1858
883,801,2019-08-10,75531
731,566,2020-11-07,76913
324,704,2020-01-05,48789
166,355,2019-10-27,43567
124,255,2020-10-03,24550
692,19,2021-01-17,38136
346,964,2020-11-13,96603
33,734,2019-10-08,105
788,780,2019-11-17,48535
144,350,2019-06-26,35449
480,194,2020-05-04,94051
729,481,2020-06-29,25051
559,704,2019-05-14,88559
135,841,2020-06-27,86841
223,931,2019-10-15,40799
783,19,2020-11-14,31898
25,218,2020-07-20,93491
809,197,2020-06-26,38480
973,2,2020-02-16,84370
875,645,2021-01-12,75152
445,399,2019-07-05,63395
568,327,2020-05-18,9136
9,547,2019-11-24,29153
280,228,2019-05-08,3290
387,339,2019-12-10,76402
85,935,2020-02-03,83412
687,552,2021-01-01,55813
999,981,2019-12-24,45583
997,456,2020-09-10,5146
89,758,2020-10-17,65875
434,160,2019-12-31,1322
699,578,2020-09-02,83885
541,640,2020-12-15,57867
592,182,2020-05-30,89290
34,177,2020-10-08,76596
213,52,2020-08-16,69711
951,809,2019-06-28,23943
667,697,2020-10-07,39324
637,88,2020-06-26,73440
422,375,2020-12-18,44271
597,792,2019-09-06,97231
758,338,2020-01-29,77275
479,858,2019-11-15,95882
923,141,2019-08-17,33733
510,730,2019-10-31,54544
92,929,2020-04-23,12790
266,167,2021-02-11,98623
898,449,2020-12-29,12491
720,342,2020-09-26,7108
453,600,2020-11-18,41426
871,713,2020-06-29,16207
901,426,2019-04-18,84586
733,169,2020-01-14,41050
421,771,2019-02-22,87160
990,222,2019-06-09,14663
266,534,2019-05-09,16755
159,15,2020-04-22,77166
743,184,2020-12-09,1523
945,911,2019-12-06,31988
909,24,2020-06-12,65970
531,627,2019-06-03,96483
166,141,2019-12-16,34356
108,530,2019-02-24,75059
363,722,2020-03-19,13519
90,456,2019-03-17,90636
711,765,2020-03-28,91053
170,876,2019-03-26,39739
890,831,2020-04-14,24066
231,376,2019-06-27,89856
518,252,2020-04-29,58372
479,21,2019-08-13,94319
166,249,2020-02-02,93425
999,559,2020-07-11,13704
860,99,2020-07-18,76737
223,685,2019-11-23,67731
879,625,2021-02-07,15338
316,593,2020-08-28,77218
205,882,2019-10-13,74302
813,873,2019-05-08,97247
221,649,2019-06-04,60185
795,70,2019-10-11,51194
567,552,2020-04-04,47128
54,857,2019-04-19,21341
296,306,2019-09-25,94993
351,655,2019-05-17,83319
281,430,2020-05-15,51067
402,712,2019-12-20,38038
79,817,2020-06-25,5881
701,604,2019-05-21,44910
966,339,2019-10-03,60169
961,173,2019-02-25,23916
113,925,2020-04-05,46864
790,81,2020-04-24,48819
979,697,2020-07-21,60680
912,814,2020-08-07,41208
33,961,2019-10-29,93345
842,788,2020-01-29,46242
436,669,2020-08-21,99951
99,713,2020-02-23,62113
573,375,2019-12-07,415
587,1000,2019-04-10,11383
469,659,2020-08-14,48861
960,986,2019-06-27,70824
718,728,2020-09-08,99001
78,589,2020-12-10,74118
267,254,2020-11-08,94069
336,620,2019-10-21,36595
893,387,2019-08-03,52554
957,417,2021-01-27,49132
995,611,2020-03-26,2354
26,287,2020-01-02,38877
361,916,2019-02-22,16896
943,810,2019-04-09,37514
790,787,2020-09-25,69229
514,724,2020-11-16,53907
950,315,2020-05-14,18851
108,53,2019-12-10,89162
531,267,2020-10-26,11273
638,611,2020-07-22,43503
809,124,2019-09-08,22261
32,877,2019-04-26,34328
351,733,2020-02-22,78598
142,648,2019-08-10,60133
560,949,2020-04-02,7421
699,523,2020-08-22,90723
352,751,2020-11-19,46481
936,136,2020-08-28,80334
425,928,2021-01-02,47407
390,180,2020-04-26,92497
882,823,2020-06-28,82859
101,595,2020-08-14,15216
256,783,2020-02-15,90816
290,624,2019-06-08,8372
652,207,2019-06-09,52722
442,163,2020-09-05,97463
932,612,2020-01-24,16867
428,918,2019-02-23,36022
239,371,2020-05-26,41054
872,457,2020-06-23,8339
242,459,2019-07-17,58154
132,573,2020-07-12,90885
453,712,2020-06-12,58637
979,346,2019-12-19,61355
400,457,2020-05-11,49699
911,586,2019-07-11,23424
613,197,2020-06-06,25099
763,577,2020-12-20,81509
117,148,2020-06-12,3347
644,336,2020-10-04,95115
766,769,2021-01-07,86568
270,824,2020-08-21,35308
999,843,2019-08-14,21912
172,657,2021-02-17,38234
733,456,2020-05-07,20841
552,721,2019-03-28,42968
578,392,2021-01-24,54310
452,104,2020-04-17,85827
373,21,2019-11-30,37064
272,400,2020-11-07,64338
553,423,2020-04-15,69792
735,632,2020-07-21,61973
969,609,2019-02-26,20959
926,715,2020-07-18,76544
552,802,2020-11-10,51633
216,891,2020-07-14,17435
122,745,2020-11-19,28603
135,17,2020-07-21,24961
197,505,2021-02-08,6263
642,729,2019-04-14,85788
710,412,2019-11-29,56354
115,523,2020-01-06,10887
31,120,2020-10-28,35446
474,403,2020-06-05,97365
589,275,2020-09-27,22611
53,19,2020-01-25,37931
805,316,2019-08-23,57581
673,49,2019-10-09,77250
505,930,2019-03-15,49503
778,676,2020-08-22,10031
279,183,2020-01-08,23023
620,438,2019-11-10,32697
515,109,2020-12-29,32100
97,569,2020-01-11,97184
488,535,2019-10-28,25594
129,258,2019-03-06,10173
882,140,2020-01-25,23196
788,258,2019-09-22,623
832,878,2019-11-01,2821
354,557,2019-04-04,36565
118,667,2020-10-27,22445
921,839,2019-05-01,44992
599,633,2020-02-17,94785
211,408,2019-03-18,16958
620,674,2020-05-05,45299
908,44,2019-08-10,66330
429,754,2019-06-22,31080
25,514,2019-08-30,72929
927,955,2020-05-28,61299
57,255,2019-03-22,60462
231,297,2020-02-03,10793
268,734,2019-06-14,177
669,69,2019-05-29,36313
251,949,2019-11-17,90259
649,70,2020-08-26,53967
6,367,2020-03-08,56870
714,998,2020-08-21,22334
845,143,2019-06-11,98799
840,968,2019-11-20,25397
205,701,2020-04-13,28412
409,921,2020-04-19,74988
534,663,2019-12-29,10314
613,922,2019-05-18,7690
957,92,2020-06-24,59046
412,475,2020-12-02,34873
728,474,2019-10-23,7732
225,902,2020-02-11,80697
550,73,2020-03-21,42648
520,64,2019-09-02,39663
555,415,2019-03-10,34301
985,709,2020-12-28,1083
158,11,2020-08-18,44468
959,128,2020-09-22,25114
65,390,2020-04-30,73357
559,566,2020-02-15,4643
63,364,2019-09-23,92635
203,507,2020-08-21,19495
848,57,2020-05-16,18765
469,847,2021-02-06,37290
345,781,2020-09-29,76597
725,605,2019-08-15,69276
370,238,2019-04-23,88190
952,230,2020-03-01,36994
184,160,2019-03-21,71830
526,620,2019-04-03,86665
214,60,2020-03-11,85788
307,660,2019-05-14,66471
910,147,2020-12-01,62560
551,756,2019-08-21,14069
789,258,2021-01-10,24942
136,277,2020-02-09,1415
313,153,2019-09-22,89701
123,18,2020-12-12,16774
345,579,2020-11-05,26437
737,892,2020-06-08,70717
721,680,2019-08-01,40574
313,442,2020-10-08,33919
832,342,2019-05-26,68128
709,845,2020-05-15,93970
916,184,2020-10-09,4674
499,818,2019-05-22,8436
187,473,2019-12-24,27795
733,552,2020-02-20,99427
219,853,2020-02-24,27067
44,977,2019-03-13,88068
711,822,2019-08-03,43654
117,307,2019-03-18,97122
712,713,2020-05-02,49016
363,508,2019-10-08,43170
31,943,2020-02-22,66978
476,464,2020-06-12,25498
652,20,2020-02-07,61111
168,544,2019-04-06,97711
274,723,2019-02-21,81987
870,921,2020-01-29,27921
250,100,2019-10-18,66741
199,732,2019-06-15,14265
259,518,2020-02-08,32259
227,459,2019-04-19,31472
773,170,2020-04-12,61117
259,903,2020-09-17,49665
369,876,2019-03-17,25648
119,606,2020-07-18,40319
407,187,2019-06-21,35921
105,441,2019-10-07,60781
493,953,2019-10-14,49016
932,928,2020-08-12,473
361,450,2020-06-29,84137
264,274,2019-08-07,53173
527,61,2019-11-16,60577
686,59,2019-07-28,77841
842,89,2020-04-19,55013
785,981,2020-09-29,89623
137,297,2020-05-13,77131
165,25,2019-03-09,91735
361,21,2019-10-01,31386
912,441,2019-03-18,98129
729,35,2020-08-27,61184
868,251,2020-01-03,34211
187,893,2020-12-01,74901
258,160,2020-06-14,46016
68,167,2019-08-07,43528
559,794,2019-12-25,112
38,26,2021-02-03,31734
194,824,2020-08-31,99292
973,718,2020-09-19,55122
378,338,2020-04-19,94062
351,955,2020-09-12,98679
215,582,2020-04-29,11726
60,589,2019-12-30,78457
923,548,2021-01-10,64864
368,193,2021-01-19,30641
926,225,2020-03-09,26384
641,310,2021-02-15,95829
639,90,2019-06-25,79488
924,411,2020-01-13,21444
101,990,2020-03-09,67798
814,172,2020-04-09,8072
669,89,2020-06-17,67044
235,548,2020-10-24,40034
826,958,2020-11-28,80653
45,293,2020-03-22,62849
413,783,2020-07-12,15886
533,47,2020-02-27,73334
399,701,2020-09-03,98249
30,720,2021-02-13,86843
722,752,2020-12-19,86760
166,454,2020-03-17,34452
424,831,2020-05-15,5205
470,453,2019-04-26,91321
155,353,2020-10-26,78379
810,733,2020-11-02,73057
632,807,2020-07-14,24149
52,997,2021-01-25,87241
353,414,2019-10-26,98070
453,649,2019-10-04,25484
675,931,2019-12-04,44845
704,881,2020-10-23,61181
639,159,2020-03-29,71450
773,709,2019-06-18,62427
575,961,2020-05-06,89153
407,1000,2020-08-14,1509
199,764,2020-04-18,30984
857,967,2020-03-30,51994
364,457,2019-05-01,31098
381,619,2019-11-09,59178
478,671,2019-05-21,88642
344,381,2019-07-19,79328
313,1,2019-10-03,40361
383,850,2020-11-07,37110
986,576,2020-12-04,77337
128,723,2019-10-13,71272
246,757,2020-07-08,10540
559,490,2020-11-20,48578
373,216,2019-12-17,10420
320,534,2019-06-13,46917
656,670,2020-11-27,24877
871,309,2020-04-24,39627
463,235,2019-11-22,95211
532,63,2020-10-03,53061
388,738,2021-01-18,16540
919,262,2019-07-22,38490
849,45,2020-02-11,96940
51,424,2019-09-21,51136
946,404,2019-02-18,58509
433,130,2020-07-29,31679
78,121,2020-01-13,35407
822,548,2020-07-29,59490
959,327,2020-03-04,77778
401,1000,2020-04-01,56239
545,274,2020-06-17,53037
109,7,2019-04-28,70612
696,394,2020-04-12,36385
371,839,2019-08-18,64483
283,944,2019-03-18,54308
129,534,2019-09-14,80643
170,853,2019-12-06,4274
836,790,2021-01-15,19891
976,537,2020-10-23,47156
256,605,2021-02-12,14459
573,14,2020-06-23,53403
718,555,2019-04-28,31339
956,534,2020-05-09,52421
883,702,2020-12-21,16456
443,194,2020-11-20,62137
124,587,2019-12-28,57984
328,468,2019-07-26,96733
239,208,2019-10-23,23953
131,506,2019-08-05,45159
417,876,2020-06-28,87429
543,838,2019-09-07,85155
853,854,2020-09-22,35431
315,289,2019-11-06,20569
256,784,2019-04-04,72784
21,428,2020-12-23,57713
50,878,2019-04-18,19296
656,309,2019-06-18,16581
948,748,2020-03-30,76011
364,37,2021-01-20,15447
770,938,2019-12-29,90927
546,148,2020-08-31,32168
114,344,2019-09-09,30437
158,953,2019-12-20,23094
41,749,2019-03-16,65844
319,68,2019-06-03,91473
140,274,2020-01-21,84390
418,262,2020-10-19,59626
475,183,2020-05-19,19901
662,761,2019-12-17,24598
123,488,2021-02-08,29418
151,587,2019-11-29,36298
325,354,2019-12-21,12746
394,657,2020-04-24,80241
73,153,2019-05-16,41244
577,566,2019-12-27,32728
272,482,2020-09-27,99602
176,670,2021-01-25,4247
570,885,2020-10-06,21630
65,632,2019-07-02,55119
624,961,2020-11-09,36908
671,983,2019-12-18,63208
925,944,2020-05-09,66410
139,974,2020-05-11,61568
382,747,2020-01-31,68125
97,226,2021-01-23,28218
719,951,2019-05-07,83955
7,320,2020-08-18,56395
763,875,2020-11-23,35513
233,612,2020-11-27,50714
174,966,2020-04-17,62692
440,796,2020-12-17,2661
29,670,2019-08-10,46557
74,839,2020-11-12,31163
898,86,2020-12-17,42467
459,352,2020-04-26,92506
201,930,2019-11-05,57270
290,285,2020-04-09,96798
508,144,2020-01-20,66777
111,617,2020-06-01,21911
657,504,2021-01-25,58116
713,213,2019-08-24,35751
318,505,2019-12-28,84125
824,922,2019-12-16,90093
523,936,2020-01-28,10683
915,913,2019-10-06,92784
293,762,2020-12-17,79527
446,198,2019-11-03,90941
128,356,2019-07-25,31488
247,819,2020-10-29,69154
333,304,2019-06-09,97223
515,926,2020-06-06,32810
760,437,2020-11-25,5029
745,67,2019-08-31,82421
575,421,2019-12-15,79210
208,821,2020-08-15,20457
608,748,2020-08-26,74026
700,903,2020-05-14,14327
535,877,2020-01-13,57421
343,752,2020-09-22,96094
35,901,2020-06-15,74794
942,730,2020-09-25,78704
131,478,2019-03-16,96420
944,275,2019-05-03,34642
610,445,2020-07-13,32762
131,569,2020-02-09,30195
390,401,2019-06-11,80802
401,779,2020-06-22,37385
110,588,2021-02-11,641
541,758,2019-07-03,65945
912,323,2020-06-29,27603
987,944,2021-01-05,58575
438,449,2020-06-21,47727
706,538,2020-12-05,90101
855,652,2020-12-22,75977
815,103,2019-07-08,38524
175,391,2019-03-06,24310
248,497,2019-11-11,52921
49,740,2019-03-02,83102
738,441,2019-05-11,73131
361,974,2019-09-22,38482
985,628,2019-04-17,50633
18,194,2019-12-02,50421
604,119,2019-02-26,72571
761,582,2020-05-30,62394
56,227,2020-07-16,58355
996,9,2019-10-20,17198
493,216,2020-01-21,51313
89,608,2019-05-04,87603
854,786,2020-01-13,25084
456,967,2019-11-15,98688
408,714,2019-02-22,8239
843,770,2019-07-05,19864
207,105,2021-01-01,80209
774,504,2020-01-24,30553
809,113,2020-07-13,37021
677,263,2019-11-01,29341
233,244,2019-11-27,14381
189,368,2020-08-25,73512
725,702,2021-01-03,21854
992,953,2019-08-07,62853
522,692,2020-10-30,31604
874,971,2019-07-16,97543
409,784,2021-02-17,47360
422,504,2020-12-25,22947
112,430,2020-03-14,14750
264,765,2019-03-04,68571
702,853,2020-09-20,57955
888,488,2019-07-07,21096
883,486,2020-08-12,58698
490,840,2020-09-09,54843
887,554,2020-06-23,81709
518,192,2020-07-01,94026
134,330,2019-10-27,41626
70,102,2020-01-21,92075
418,344,2020-03-14,86503
832,223,2020-01-09,67775
606,564,2020-09-26,61131
35,521,2019-06-27,86991
854,199,2019-09-09,65123
782,417,2020-07-11,11624
477,21,2019-07-23,10836
596,502,2020-12-25,37318
555,412,2020-10-22,48811
413,266,2019-07-20,20815
352,814,2019-08-31,85673
665,261,2019-05-23,53992
911,940,2020-08-07,75583
74,808,2020-09-10,26052
661,125,2020-03-29,34540
245,517,2019-08-15,85209
596,349,2020-04-17,23373
906,735,2020-09-16,81994
730,512,2020-07-26,30891
585,917,2019-11-12,59623
463,60,2019-10-07,11793
718,763,2020-10-12,26332
17,3,2020-05-12,9637
378,18,2019-06-15,5939
997,679,2019-12-13,75741
891,905,2020-06-07,35212
34,194,2020-04-09,171
213,879,2020-07-01,8338
235,466,2020-03-26,380
424,533,2019-10-05,70210
970,162,2020-07-06,93589
305,746,2020-12-02,97949
321,544,2019-03-01,23848
85,852,2020-05-12,8945
647,882,2020-02-26,92906
794,22,2019-05-19,83388
371,787,2020-12-13,99684
562,272,2019-10-23,98010
637,444,2019-06-17,62603
992,136,2019-09-10,66796
872,830,2021-01-07,81928
879,636,2020-12-16,92178
443,812,2020-12-08,14544
288,154,2020-07-20,19367
452,20,2020-06-13,67986
74,881,2019-05-21,80412
419,637,2020-06-22,20554
319,301,2019-04-05,74506
783,747,2021-02-17,88639
600,392,2020-03-10,87245
204,513,2020-02-25,84231
865,217,2020-05-23,41893
472,788,2021-01-30,66726
88,224,2020-04-29,15628
297,312,2019-09-14,81524
318,756,2020-08-22,90653
415,370,2020-11-29,29650
433,506,2019-12-29,42697
671,871,2020-01-02,28735
63,977,2019-09-17,67788
672,75,2019-08-11,76385
529,526,2020-10-02,28707
746,217,2020-02-25,37843
634,679,2020-07-15,19975
709,633,2019-08-21,19563
594,580,2019-06-24,82897
561,547,2019-11-24,19216
582,805,2019-07-23,74215
332,757,2020-12-17,32269
310,333,2019-03-16,13772
274,566,2019-08-14,83090
801,143,2019-11-02,75206
197,104,2019-11-02,80869
866,647,2020-08-25,78705
941,200,2020-12-11,42566
415,527,2019-11-19,56818
763,373,2019-10-19,84775
800,725,2019-03-22,53274
993,917,2019-05-18,88907
233,47,2020-06-11,56280
112,630,2020-10-15,66350
634,728,2020-03-14,82596
273,210,2020-07-07,47956
72,325,2020-11-27,94132
243,585,2020-02-18,95507
377,553,2021-02-13,2271
795,348,2020-02-25,16601
829,634,2019-09-02,86769
7,173,2019-04-20,86295
15,51,2020-10-07,23377
366,388,2020-10-23,85121
406,837,2019-11-29,60172
957,642,2019-07-31,3525
550,39,2019-10-06,26427
678,814,2020-01-04,20866
935,886,2020-07-16,87245
541,783,2020-03-11,89424
795,30,2020-05-23,30903
433,947,2021-01-26,86507
190,258,2019-06-18,72180
226,648,2019-10-24,64946
859,31,2020-04-05,55063
599,223,2020-08-30,49498
145,799,2019-11-23,20038
353,119,2020-11-03,97210
368,186,2019-09-20,91734
113,383,2019-04-24,29928
260,508,2019-12-30,15940
902,656,2019-06-11,7549
745,80,2019-06-26,79434
154,229,2019-10-25,53045
353,366,2021-01-28,34081
516,232,2020-06-21,1999
493,470,2020-04-17,6535
722,456,2020-11-06,15434
280,400,2019-02-28,60815
917,48,2020-05-16,10983
278,698,2020-09-25,29418
355,10,2019-11-12,70002
889,892,2020-11-03,84657
356,453,2020-03-08,24078
549,479,2020-12-25,86847
138,357,2020-06-12,95636
871,353,2020-05-20,78970
293,677,2019-12-20,51332
578,611,2019-04-16,41836
147,56,2020-05-18,35210
258,438,2020-04-04,96852
144,125,2020-12-26,88885
475,940,2020-08-15,58583
330,949,2020-04-16,45973
393,318,2020-07-21,98248
156,707,2019-04-06,52032
455,627,2020-10-12,73378
389,747,2019-05-22,9537
551,887,2020-05-25,96801
716,666,2019-08-15,75819
554,305,2020-09-06,47617
944,74,2019-03-04,24510
163,636,2020-05-02,7372
236,821,2020-02-17,47912
369,751,2020-06-05,87277
107,602,2019-05-17,25538
713,62,2020-12-29,74621
693,523,2020-09-13,7754
262,586,2020-08-01,39411
670,890,2019-08-06,65762
630,389,2020-08-28,19674
252,165,2020-12-05,38107
993,955,2020-01-19,82861
125,112,2019-08-24,48033
462,916,2020-10-18,33767
890,108,2020-06-06,46350
977,740,2020-08-08,99878
349,213,2019-08-18,48354
1,673,2019-04-17,13323
926,217,2019-12-18,72616
673,606,2019-02-20,15443
915,663,2020-11-12,4708
533,812,2020-01-26,65391
336,873,2019-06-03,58729
508,802,2020-05-08,56793
940,234,2019-03-01,22240
392,790,2019-03-15,24403
660,394,2020-07-30,44937
677,128,2020-12-01,96221
547,396,2020-09-01,47483
554,938,2020-11-06,14279
787,718,2020-05-29,54752
169,971,2020-05-05,83017
761,856,2020-11-04,96093
587,219,2020-07-07,774
300,613,2019-06-02,11840
224,751,2020-12-30,55987
858,674,2019-10-16,83964
21,381,2020-09-21,70483
101,588,2020-01-13,83624
76,578,2020-11-01,99738
300,69,2020-10-27,16276
271,689,2019-03-02,34991
756,21,2020-02-18,22938
117,814,2020-04-18,83314
68,218,2020-08-10,64896
326,880,2020-12-19,66667
9,853,2019-03-26,3287
535,139,2019-05-31,12789
509,1001,2020-09-15,54683
550,606,2020-10-17,66849
336,455,2020-01-16,59519
336,685,2020-08-11,82307
68,99,2020-12-20,14413
91,125,2019-05-05,8758
897,831,2019-08-21,28101
351,787,2020-05-17,75357
247,64,2020-04-14,33301
661,911,2019-10-30,28201
903,566,2019-07-21,27570
100,9,2020-11-06,16729
660,396,2020-06-08,35029
279,550,2020-02-18,89450
891,997,2020-04-06,32813
603,828,2019-10-19,79607
10,933,2021-01-10,41296
103,955,2020-03-09,19665
624,62,2019-02-26,59108
715,249,2020-01-28,33702
877,118,2020-06-27,49705
680,105,2020-12-12,33620
507,408,2020-12-30,66509
988,68,2021-01-11,35379
862,979,2019-03-14,49238
640,586,2020-08-10,6010
543,481,2019-07-14,70290
708,340,2020-01-25,74256
425,195,2020-07-11,15792
554,823,2020-12-27,78265
414,549,2019-06-20,59569
848,203,2020-07-19,23468
304,882,2020-05-26,97233
769,797,2019-12-15,24069
975,970,2020-02-10,34927
117,889,2020-05-13,91355
459,430,2019-06-27,19348
302,264,2019-06-20,8713
892,163,2019-04-08,30038
797,999,2020-11-24,58454
987,689,2019-09-26,4856
362,668,2020-10-29,80830
478,992,2020-01-07,54436
418,420,2020-04-16,73245
402,721,2019-09-28,8799
524,531,2019-03-27,341
358,130,2020-01-20,6156
782,802,2020-05-22,41278
247,753,2019-12-30,62892
378,913,2020-01-16,34887
114,170,2019-09-27,4852
458,740,2020-09-25,30111
721,193,2019-10-15,59499
261,112,2020-04-09,68877
677,202,2019-06-09,24456
576,704,2019-03-01,34939
529,918,2020-07-26,54987
154,852,2021-02-12,52579
443,293,2019-10-16,70500
2,580,2020-09-17,58382
985,538,2019-11-27,87375
287,36,2020-02-26,61978
79,891,2020-09-23,33678
217,131,2020-09-23,67856
346,516,2019-05-01,7868
951,144,2020-05-11,70695
453,460,2020-02-15,82288
460,807,2020-04-16,73223
183,298,2019-08-07,67312
352,130,2020-01-24,85997
617,206,2019-12-31,69809
801,250,2020-11-03,80416
377,384,2019-12-26,49971
373,247,2019-06-21,81696
288,915,2020-05-27,64459
621,195,2020-01-09,51648
966,26,2019-11-07,37234
17,338,2019-04-28,83672
925,391,2020-05-28,75735
432,995,2019-07-27,66713
297,606,2020-06-28,33963
279,514,2020-10-12,48488
284,446,2020-06-01,80046
428,148,2020-10-12,43980
669,315,2019-05-31,85740
942,838,2020-12-18,40616
543,984,2020-03-01,82488
389,894,2019-05-27,44970
338,955,2019-05-30,91948
381,786,2020-11-17,76354
71,791,2020-03-13,13819
658,331,2020-08-10,95703
39,762,2020-03-22,91177
668,417,2019-05-03,74937
168,71,2020-07-24,62622
527,711,2020-09-04,56925
418,330,2019-11-07,48834
